"","business_id","name","address","city","state","latitude","longitude","stars","is_open","RestaurantsAttire","RestaurantsTakeOut","BusinessAcceptsCreditCards","NoiseLevel","GoodForKids","RestaurantsReservations","RestaurantsGoodForGroups","RestaurantsPriceRange2","HasTV","Alcohol","BikeParking","RestaurantsDelivery","OutdoorSeating","Caters","WiFi","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday"
"26701","-7PX_FOoCwktlunImRyZdg","Pizza Taglio","126 S Highland Ave","Pittsburgh","PA",40.460287,-79.92509,4.5,1,"1","True","True","2","True","False","True","2","False","1","True","False","False","True","2","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","True","0:0-0:0","17:0-22:0","17:0-22:0","17:0-22:0","17:0-23:0","17:0-23:0",NA
"26707","lCl_-LHbb5QTSvac-HQHEw","Papa John's Pizza","500 S Court St","Medina","OH",41.1339831,-81.8637534,2.5,1,"1","True","True","2","False","False","False","1","True","1","False","True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"26723","Egd-0nDgzZGEVA0R09yyUQ","Italian Village Restaurant","16605 Pearl Rd","Strongsville","OH",41.2965516,-81.8340914,3.5,1,"1","True","True","2","True","True","True","2","True","3","True","False","False","True","1","True","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","15:0-22:0","15:0-21:0"
"26777","wpJcD0Qv-q4ShVJYH0hMLw","Pesaro's Pizza","4324 Butler St","Pittsburgh","PA",40.4712827,-79.95987,3,1,"1","True","True","1","True","False","True","1","False","1","True","True","False","True","1","False","False","True","True","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-2:0","10:30-2:0","10:30-0:0"
"26779","57Rhd_KhZ0L_SVYe3dH2oQ","Marco's Pizza","6608 Smith Rd","Middleburg Heights","OH",41.3880374,-81.805377,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"26800","YOtTmU9DRuDyx7JeIx76jw","Papa John's","357 Lincoln Ave","Bellevue","PA",40.493622,-80.051004,3,1,NA,"True",NA,NA,NA,NA,NA,"1",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"26807","Sb2a5N9gSLICYkMVSjszsA","Wolfgang Puck Express","11100 Euclid Ave, Fl 2, UHC Seidman Cancer Center","Cleveland","OH",41.5073355096,-81.6056528255,4,1,"1","True","True","1","True","False","True","2","True","1","False","False","False","True","2","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","7:0-19:0","8:0-18:0","8:0-18:0"
"26833","-Sqfd4x8mi4ngwUpUB5nJw","Rosso Pizzeria","120 5th Ave, Level 2","Pittsburgh","PA",40.4419737,-80.0034017,4.5,1,NA,"True",NA,NA,NA,NA,NA,NA,NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6:30-17:0","6:30-17:0","6:30-17:0","6:30-17:0","6:30-17:0","10:0-15:30",NA
"26847","6nMYROXu0VX4Ytpdsfi3XA","Pie's the Limit","2510 Village Green Pl","Champaign","IL",40.0816433,-88.296002,4.5,0,"1","True","True","1","True","False","True","1","True",NA,"True","True","True",NA,"2","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"26849","5jWBMCoR8aAXBM9RNyzzbw","Penn Station East Coast Subs","1840 Warrensville Ctr Rd","Cleveland","OH",41.50128,-81.5366,3,1,"1","True","True","2","True","False","True","1","True","1","True","False","True","True",NA,"False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-20:0"
"26862","SxC7gGLEZ8B3ooj1Qtjz5w","Rocky Rococo Pan Style Pizza","7952 Tree Ln","Madison","WI",43.0615495419,-89.5205840848,2.5,1,"1","True","True","3","True","True","True","2","True","2","True","True","True",NA,"2","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","11:0-22:0"
"26863","vs8orAK8nDXFxFiIfv0yYQ","Gina's Pizza","622 Dover Center Rd","Bay Village","OH",41.4784811,-81.9224692,4.5,1,"1","True","True","2","True","False","False","2","False","1","True","False","True","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-21:0","12:0-21:0","15:0-20:0"
"26868","hz8mFMIQxQNLKE5rYmg6zQ","Pelegrino's Pizza & Pasta","4846 McKnight Rd","Pittsburgh","PA",40.5286741,-80.0070119,4,1,"1","True","True","1","True","False","True","2","False","1","False","True","False","True","2","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"26875","0hDOAi_4jE6FBw2ZL_jMsg","Concord Pizza","9942 Johnnycake Ridge Rd","Painesville","OH",41.6801456,-81.283711,4,1,"1","True","True",NA,NA,NA,NA,NA,"True",NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"16:0-21:0","16:0-21:0","14:0-21:0","11:0-22:0","11:0-22:0","12:0-20:0"
"26893","77N_IPeA6Cb70_5m6SwhHQ","Capps Tavern & Eatery","12830 Painesville Warren Rd","Painesville","OH",41.6871003,-81.1773121,3.5,1,"1","True","True","3","True","False","True","2","True","3","False","True","True","True","1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"26899","F4k0RVMbEPfo5a372q-m8g","Pizza Care","1525 5th Ave","Pittsburgh","PA",40.438725,-79.984349,3.5,1,"1","True","False","1","True","None","True","1","False","1","False","True","False","False","1","False","True","True","True","False","False","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","True","10:0-1:0","10:0-1:0","10:0-1:0","10:0-1:0","10:0-3:0","10:0-3:0","11:0-1:0"
"26933","Perap0eAyCbUx4r4rQTSnA","Pie Express","148 Oakland Ave","Pittsburgh","PA",40.4416351719,-79.9572138885,4,1,"1","True","True","1","True","False","True","1","True","1","True","True","False","True","2","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-3:0","11:0-3:0","11:0-23:0"
"26964","wtEw671slO0rNweZwn5BNg","Donatos Pizza","35858 Detroit Rd","Avon","OH",41.4611465,-82.0128262,3.5,1,NA,"None",NA,NA,NA,NA,NA,NA,"True",NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"26970","q1_KmjVEmFkrQEEBgFUqlw","PaPa Allen's Pizza","107 Smithfield St","Pittsburgh","PA",40.4374955853,-80.0005643472,3,1,NA,NA,"True",NA,NA,"True",NA,NA,"True",NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","10:0-2:0","10:0-2:0","10:0-2:0","10:0-2:0","10:0-3:0","10:0-3:0","10:0-2:0"
"26979","wOWZSn3xiSmouEhyJ1RSkA","Pizza Authority","957 Hayden Blvd","Elizabeth","PA",40.2650348,-79.8785965,4.5,0,NA,"True","True","1",NA,NA,NA,NA,NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0"
"26998","823q9U53y4XSMw_4vs6mcw","Rosa's Pizza","12971 State Rd","North Royalton","OH",41.320153,-81.7233995,3,0,NA,"True","True","1",NA,"False",NA,"2",NA,NA,NA,"True",NA,"True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"27056","WkrHBKeT_01S0cCYjSwZrA","Big Nick's Pizza","12591 State Rt 30","North Huntingdon","PA",40.337757466,-79.7468858957,2,0,"1","True",NA,"1","True","False",NA,"2",NA,NA,"False","True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-23:0","11:0-23:0","12:0-21:0"
"27071","FTVZYUvQtydyO6rQbOFPTw","Pizza Ephesus","616 Lincoln Ave","Bellevue","PA",40.4975344,-80.0586395,3.5,1,"1","True","True","2","True","False","False","2","False","1","True","True","False","False","1","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"27076","yQu994zx_7Jv5PyVgrmaLA","Our Place Restaurant & Lounge","34160 Center Ridge Rd","North Ridgeville","OH",41.3988787,-81.9958115,2.5,0,"1","True","True","2","True","False","True","2","True","3","False","False","True","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-22:0","11:0-22:0","12:0-17:0"
"27094","Gm---0O1y_4TAQAl5qKvqQ","Salvatore's Tomato Pies","121 E Main St","Sun Prairie","WI",43.1831167271,-89.2127708168,4.5,1,"1","True","True","2","True","True","True","2","True","3","False","True","False","True","1","False","False","True","True","False","False","False","True","False","True","False","False","False","False","True","False","False","True","False","True","0:0-0:0","16:0-21:0","16:0-21:0","16:0-21:0","16:0-22:0","16:0-22:0","16:0-21:0"
"27100","13l5G_oIAjsbo-zPg7LOAA","Hungry Howie's Pizza","16210 Detroit Ave","Lakewood","OH",41.485572,-81.8107792,3,1,"1","True","True","1","True","False","True","1","False","1",NA,"True","False","True","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-22:0"
"27128","CjCVFZurydHXPAM2Zu8NzA","Domino's Pizza","21 Foster Ave","Pittsburgh","PA",40.4410921,-80.0691206,1.5,1,"1","True","True","3","False","False","False","1","False","1","False","True","False",NA,"1","False","False","False","False","False","False","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:30-1:0","10:30-1:0","10:30-1:0","10:30-1:0","10:30-3:0","10:30-3:0","10:30-1:30"
"27134","GfIvdP-fP5nj9zyRTw8V7A","Attilio's Pizzeria","1733 Pearl Rd","Brunswick","OH",41.2281456,-81.8397961,4,1,"1","True","True","2","True","False","True","1","True","2",NA,"True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-0:0","10:0-0:0","11:0-0:0"
"27175","p0FYlwANjXb5bUY10VgnsQ","Wing Spot Eastlake","34840 Vine St","Eastlake","OH",41.6425424,-81.4403333,2.5,0,"1","True","True",NA,"True",NA,"True","2",NA,NA,"True","True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"16:0-22:0","11:0-22:0","16:0-22:0","16:0-22:0","16:0-22:0","13:0-22:0"
"27216","OEyb_iAHBYZ-UNvs8vwKfQ","Guido's Original Pizza & Catering","1176 W Main St","Kent","OH",41.1514692,-81.384636,4,1,NA,"True","True",NA,"False",NA,"False",NA,"True",NA,NA,"True","True",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","16:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:45","11:0-23:45","11:0-23:0"
"27230","hvS-3lxc8qwyOUpGBm5sAg","Belleria Pizza & Italian Restaurant","135 E Erie St, Ste 202","Kent","OH",41.1527249,-81.3575584,3.5,1,"1","True","True","2","True","True","True","1","True","2","True","True","True","True","3","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-23:0","11:30-21:0"
"27233","oZH3Ee7Yjk7u8B4Ed0oVOg","AJ's Urban Grill","25939 Detroit Rd","Westlake","OH",41.4686502994,-81.9066542387,4,1,"1","True","True","2","True","True","True","2","True","3","True","False","False","False","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","True","False","True","11:0-21:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-20:0"
"27248","VcdMJ3Lze0LMboFBZqnnZQ","Crile Food Emporium","2049 E 100th St, Bldg A, Fl 2","Cleveland","OH",41.5023661891,-81.6176582873,4.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6:30-18:0","6:30-18:0","6:30-18:0","6:30-18:0","6:30-18:0",NA,NA
"27264","vLxpEHKZFzv8LYY5eeGjTg","Village Pizza Bar & Grill","815 S Aiken Ave","Pittsburgh","PA",40.4504931,-79.9351109,4,0,"1","True","True",NA,"False","False","False","1",NA,"3",NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"27299","7FKvhOx2iZbz86T3aOhB2w","Cleveland Pizza","8510 Mentor Ave","Mentor","OH",41.6668051,-81.3358589,3.5,1,"1","True","True","2","True","False","True","1","True","1","True","True","False","True","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","12:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-21:0","10:0-21:0"
"27304","93NvjTC3wH6kLjTWpPRiHg","Arnie's Clubhouse Grill","7599 Pearl Rd","Middleburg Heights","OH",41.3581152,-81.8152202,5,1,NA,"True","True",NA,NA,"True",NA,NA,"True","3","False","False","True","True","2","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","15:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-20:0"
"27306","6nLuU3av6aQiLVXHNWLbew","Sugar River Pizza","1019 River St, Ste 5","Belleville","WI",42.8753193,-89.5329802,4,0,"1","True","True","2",NA,"False",NA,NA,"False","1","True","True","True","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False",NA,"16:0-21:0","16:0-21:0","16:0-21:0","11:0-22:0","11:0-22:0","12:0-21:0"
"27322","JSLCRXAD0-lU5-Ax2vPAOA","Johnny Malloy's","17103 Detroit Ave","Lakewood","OH",41.485087,-81.815855,2.5,0,"1","True","True","3","False","False","True","1","True","3",NA,"True","True","False","1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"27326","E2-h-zPbjdty2EivRoqIaw","Z Pizza & Sushi","12591 US 30","Irwin","PA",40.3378921468,-79.7467115521,3,0,NA,"True","True",NA,"True","False","True",NA,NA,NA,NA,"True",NA,NA,"2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0"
"27332","j6MtKpKdqZC2wXnQetGBIQ","Romito's Pizza West","6474 Brecksville Rd","Independence","OH",41.3864947,-81.6416718,4,1,"1","True","True","2","True","False","True","1","True","1","False","True","True","True","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA
"27348","kJdIaFnq9lcMOBjhjDtgFg","Tommy V's Pastaria","6687 Wilson Mills Rd","Mayfield","OH",41.5394776,-81.4375102,4,0,"1","True","True","1","True","False","False","2","False","1","False","None","False","True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",NA
"27359","yNb_PHvkAMGA0NU25L-kgg","Papa John's Pizza","17125 Lorain Ave","Cleveland","OH",41.449771,-81.8164605,3,1,"1","True","True",NA,"False","False","False","1","True","1",NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"27390","rrysQBMgpCqhDZuM34vvwg","Santoro's Pizzeria Italiana","3805 Willow Ave","Pittsburgh","PA",40.3658059,-80.0251276,4.5,1,"1","True","True","2","True","False","True","1","True","1","True","True","False","True","1","False","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True",NA,"11:30-21:0","11:30-21:0","11:30-21:0","11:30-22:0","11:30-22:0","12:0-20:0"
"27404","zpRSyrDdrhciCGtkL2hE-g","Lorenzo Italian Pizza","607 E McMurray Rd","Canonsburg","PA",40.279002,-80.083523,3.5,1,"1","True","True","1","True","False","False","4","True","3","True","True","True","False","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0",NA
"27408","UzCZyYj511zKERJEpEk7-w","Papa John's Pizza","4050 Brownsville Rd","Pittsburgh","PA",40.3665776,-79.9814707,3.5,0,"1","True","True",NA,NA,"False",NA,"2",NA,"1",NA,"True",NA,"False",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"27409","FLQLCrRlMMsMXOM0sESGWA","Merlinos Pizza","994 5th Ave","East McKeesport","PA",40.3830682,-79.8098286,3,1,"1","True","True","2",NA,"False",NA,"2","False","1","False","True","False","False","1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","0:0-0:0","11:0-21:30","11:0-21:30","11:0-21:30","11:0-22:30","11:0-22:30","12:0-21:30"
"27441","xePC2Iu32dgHzP892OHIUw","Pizza Bellagio","315 N Craig St","Pittsburgh","PA",40.452185,-79.9526484,1.5,1,"1","True","True",NA,NA,NA,"True","1",NA,NA,NA,"True",NA,"True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-1:0","10:0-1:0","10:0-1:0","10:0-1:0","10:0-2:0","10:0-2:0","10:0-1:0"
"27466","9GA2gmLV4NX2oJkuz6fdcA","Garage Door Saloon","223 Atwood St","Pittsburgh","PA",40.4406181,-79.9569053,3,1,"1","True","True","3","False","True","True","1","True","3","True","True","False",NA,"2","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","True","False","False","False","False","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","15:0-2:0","11:0-2:0","19:0-2:0"
"27488","v3AS5LGeV2Si4nOHZ7lgxQ","Glass Nickel Pizza - Madison East","2916 Atwood Ave","Madison","WI",43.094162,-89.3412675,4,1,"1","True","True","2","True","False","True","2","True","3","True","True","False","True","2","False","True","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","10:30-0:30","10:30-0:30","10:30-0:30","10:30-1:30","10:30-2:0","10:30-2:0","10:30-0:30"
"27507","POVKWFdKixujvH0YHweeQw","L.A. Pete's","6080 Brecksville Rd","Independence","OH",41.3971042,-81.6397684,3.5,1,"1","True","True","2","True","False","True","1","True","1","False","False","False","False","2","False","False","True","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","True","7:0-14:0","7:0-14:0","7:0-14:0","7:0-14:0","7:0-14:0","7:0-14:0","7:0-14:0"
"27517","gITBefKO65DKNcCFQp424A","Rockaway Pizzeria","1955 Lincoln Way","White Oak","PA",40.3401983957,-79.8111016616,4.5,1,"1","True","True",NA,"True","True","False","2","True","1",NA,"True","False",NA,"1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"11:0-20:0","11:0-20:0","11:0-20:0","11:0-21:0","11:0-21:0",NA
"27578","i1t1vBPEWkjPVEW9OoDH2A","Pizza Hut","1219 Federal St","Pittsburgh","PA",40.4563367,-80.007237196,1.5,0,"1","True","True","2","False","False","True","1","True",NA,NA,"True","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"27579","F6Ujpp1Kh7L_3uUfoUsTlw","Buster's Pizza & Cream of White Oak","2650 Lincoln Way","McKeesport","PA",40.3239088,-79.789714,3,1,"1","True","True","1","True","False","True","1","True","1","True","True","True","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","12:0-21:0","13:0-21:0"
"27585","zydbdBR6-CM8UZ6WkW1DWA","Marie's Restaurant","130 E Smokerise Dr","Wadsworth","OH",41.052332,-81.72819,3,1,"1","True","True","2","True","True","True","2","True","3","False","False","True","False","1","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"27587","GtxwFRoQTitTa6u3oVgS0g","Juice Up Coldpress","13206 Shaker Square","Cleveland","OH",41.4832027733,-81.5900944734,4.5,1,NA,NA,"True",NA,NA,"False",NA,"3",NA,NA,NA,NA,NA,NA,"2","NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-15:0","10:0-17:30","10:0-17:30","10:0-17:30","10:0-17:30","10:0-15:0",NA
"27620","w3h2_nxxqnmxZZaaQi2Pag","Sara's Place","1501 Chagrin River Rd","Gates Mills","OH",41.5198175,-81.40433,4,1,"1","True","True","2","False","True","True","2","True","3","True","False","True","True","1","False","False","True","True","False","False","False","True","False","False","True","False","True","True","False","False","False","False","False","False","11:30-22:0","11:30-22:0","11:30-22:0","11:30-22:0","11:30-23:0","11:30-23:0",NA
"27632","uLZJBkHmWq4iKS37I54ggA","Guys Pizza Co","656 Broadway Ave","Bedford","OH",41.3921236,-81.5365166,2.5,0,NA,"True","True",NA,NA,"False",NA,NA,"True","1","True","True","False","False",NA,"NA","NA","NA","NA","NA","NA","False","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","12:0-22:0"
"27648","3TBouLwX21Ic5cJNlAl7Eg","Drew's Pizza","508 E Green St","Champaign","IL",40.110827,-88.231612,2.5,0,"1","True",NA,NA,"False",NA,"False","1","False",NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"27661","hc_x57UHPd3752vQj-2Oxg","Georgio's Oven Fresh Pizza","1282 Som Center Rd","Cleveland","OH",41.5252089,-81.4392828,3,1,NA,"True","True","2","True","False","False","1","True","1",NA,"True","False",NA,"1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","11:0-21:0"
"27663","7hlICFMky5fPFxeYRgg__w","Goodfellas Deli & Drafthouse","1518 Mt Nebo Rd","Sewickley","PA",40.5528914,-80.1058583,4,1,"1","True","True","2","True","False","True","2","True","3","True","True","True",NA,"3","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0"
"27669","RhlGhQt3owSO3-TXfaUoBQ","Papa John's Pizza","6615 University Ave","Middleton","WI",43.095451,-89.495024,2,0,NA,"True","True",NA,"True","False","True","1","True","1",NA,"None",NA,"False","1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","10:0-22:0"
"27696","pU7HJcOFaZHhaJBfl5zxRw","Vocelli Pizza","30 W Pike St","Canonsburg","PA",40.2588599,-80.1874411,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"27709","MLi1IBqDaVQuONeuXMMSLw","The Village Coffeehouse and Grille","129 Murrysville Rd","Trafford","PA",40.393157306,-79.7205348685,4,0,"1","True","True",NA,"True",NA,NA,"1",NA,NA,"True",NA,"False",NA,"2","False","False","False","False","False","False","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"7:0-21:0","7:0-21:0","7:0-21:0","7:0-21:0","8:0-21:0","8:0-20:0"
"27710","DNf4GfG3wxWmDXmaj2OYiA","Romeos Pizza","412 W Bagley Rd","Berea","OH",41.3725439,-81.8679659,3,1,"1","True","True",NA,"True","False","False","2","True","1","False","True",NA,"True",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:0-22:0"
"27728","Fp6yMeo3K8422CbDQCLrBg","McDonald's","311 Midway Blvd","Elyria","OH",41.3990991177,-82.1077126265,1.5,1,NA,"True","True",NA,"True","False","True","1",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0"
