,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
33707,2VEa7rpo68KG0_5pBj0dFA,Danny Boy's Pizza,20251 Lake Rd,Rocky River,OH,44116,41.482986,-81.845433,4.0,142,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""'beer_and_wine'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'HasTV': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HappyHour': 'False'}","Restaurants, Pizza, Italian","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
33753,YgO2v1VNtbPA7zgp0szJXA,Joe & Pie - Downtown,955 Liberty Ave,Pittsburgh,PA,15222,40.4434978601,-79.9959591244,3.0,108,1,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'Caters': 'True', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'HasTV': 'True', 'OutdoorSeating': 'False'}","Sandwiches, Breakfast & Brunch, Pizza, Restaurants, Italian, American (New), Food, Desserts, Salad","{'Monday': '0:0-0:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '14:30-1:0', 'Saturday': '7:0-1:0', 'Sunday': '8:0-23:0'}"
33760,mEnJaayTlrP1WYPBWNhkUg,Pomodoro's,2572 Brandt School Rd,Wexford,PA,15090,40.6134432,-80.0894338,4.0,56,1,"{'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'BikeParking': 'False', 'Alcohol': ""u'full_bar'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'WiFi': ""'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'HappyHour': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}""}","Restaurants, Pizza, Bars, Karaoke, Sports Bars, Nightlife","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}"
33762,_LLlDikUUfUgD80pQQCUFg,Teresa's Pizza,520 W Aurora Rd,Northfield,OH,44067,41.313092,-81.556906,3.5,7,1,"{'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True'}","Restaurants, Pizza","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}"
33766,soQEl35sQuARBOlH1Y6MaQ,Teresa's Pizza,6010 Mayfield Rd,Cleveland,OH,44124,41.5197268,-81.4629368,3.5,19,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'""}","Pizza, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}"
33812,NFTOaufaF6oHsshUROAp8g,Dino's III,1200 E 305th St,Willowick,OH,44092,41.6198188,-81.4570418,4.0,48,1,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'BikeParking': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Italian, Pizza, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-16:0'}"
33825,7dD33tgzQ4S1vfd21dv5Eg,Papa John's Pizza,2928 W Liberty Ave,Pittsburgh,PA,15216,40.3946,-80.035252,2.0,10,0,"{'Caters': 'False', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Restaurants, Italian, Pizza",
33863,5U6eSspKyHyaT7jAYpgWTw,Monte Cello's Downtown,305 7th Ave,Pittsburgh,PA,15222,40.4077836,-80.0930463,3.5,8,0,"{'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'RestaurantsDelivery': 'False'}","Restaurants, Pizza, Italian, Sandwiches","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '11:0-18:0'}"
33894,oglIZt5mg2nErhpTH_AakQ,Cafe La Bellitalia,1026 N Sherman Ave,Madison,WI,53704,43.1113142622,-89.3640175794,4.0,125,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'HasTV': 'True'}","Pizza, Italian, Restaurants","{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '15:30-23:0', 'Sunday': '15:30-21:0'}"
33906,q6BzQz426uH6rB7bmZvexQ,la Cappella,1041 Freeport Rd,Pittsburgh,PA,15238,40.4881863769,-79.8854406388,3.0,43,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'True', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False'}","Fast Food, Italian, Restaurants, Food, Bars, American (Traditional), Beer, Wine & Spirits, Pizza, Nightlife","{'Monday': '11:0-21:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}"
33929,D2AKQk8X-SjSRHc1jzISIg,Pasquale's Pizzeria,4731 William Flynn Hwy,Gibsonia,PA,15044,40.5945573,-79.9482655,4.0,6,1,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'""}","Pizza, Restaurants, Salad, Sandwiches","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
33958,Nkb9_PKgnVYZe8W1y_fBRg,Dante Next Door,2247 Professor Ave,Cleveland,OH,44113,41.4816154,-81.686368,4.5,83,1,"{'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'Music': ""{'dj': False}"", 'Caters': 'False', 'OutdoorSeating': 'True', 'CoatCheck': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, American (Traditional), Pizza, Italian, Nightlife, Bars","{'Saturday': '10:30-15:0', 'Sunday': '10:30-15:0'}"
33964,5FAY_DhlgvNyUABqAgZZIQ,Mark & Philly's,3156 Bailey Rd,Cuyahoga Falls,OH,44221,41.1563216,-81.4838921,4.0,30,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'True', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True'}","Restaurants, Pizza, Sandwiches, Italian","{'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}"
33977,Bwi7OUVrRqCwKfmAO6fq8A,Romeo's Pizza,13349 Snow Rd,Brook Park,OH,44142,41.404794,-81.784618,3.0,21,1,"{'Alcohol': ""u'none'"", 'BikeParking': 'False', 'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True'}","Pizza, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '11:0-22:0'}"
34002,sxQrSzv4SS4b6o3tgmWS7A,Chuck E. Cheese,1035 Washington Pike,Bridgeville,PA,15017,40.3646654907,-80.1106203477,3.0,21,1,"{'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'very_loud'"", 'RestaurantsTakeOut': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}""}","Venues & Event Spaces, Restaurants, Event Planning & Services, Pizza, Active Life, Arts & Entertainment, Arcades, Kids Activities, Indoor Playcentre","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-22:0', 'Sunday': '11:0-21:0'}"
34037,M-caugKzJ9qLOmCBfD9Nyg,La Brioche True Food,2862 University Ave,Madison,WI,53705,43.0753535306,-89.4383460521,3.5,201,1,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': True}"", 'HasTV': 'True', 'DogsAllowed': 'False'}","Bakeries, American (New), Pizza, Food, Restaurants, Breakfast & Brunch","{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '8:0-15:0'}"
34054,SIGb2Q6PuoixOR4VtwgpgA,Domino's Pizza,147 Northwest Ave,Tallmadge,OH,44278,41.1050226,-81.4463744,1.5,5,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'False', 'HasTV': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'""}","Pizza, Restaurants, Sandwiches, Chicken Wings","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}"
34071,VEusQnnMJW6e8wuiW2_H0Q,Portofino's Pizza & Pasta,28 W Steuben St,Crafton,PA,15205,40.4382419,-80.0682068,2.5,34,1,"{'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'HasTV': 'True', 'Alcohol': ""u'none'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Specialty Food, Pasta Shops, Italian, Food, Restaurants, Pizza, Sandwiches, Salad","{'Monday': '10:45-21:45', 'Tuesday': '10:45-21:45', 'Wednesday': '10:45-21:45', 'Thursday': '10:45-21:45', 'Friday': '10:45-22:45', 'Saturday': '10:45-22:45', 'Sunday': '12:0-21:45'}"
34075,Tl9h-Qev_OymQ7XB1kbKnw,Master Pizza,2736 Medina Rd,Medina,OH,44256,41.1359790477,-81.7855059105,3.5,16,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '3', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True'}","Pizza, Restaurants, Chicken Wings, Italian","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-21:0'}"
34101,FnlNoLbbYtljVmte6_nZFw,BJ's Restaurant & Brewhouse,25779 Brookpark Rd,North Olmsted,OH,44070,41.418337,-81.907421,3.0,193,1,"{'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'True', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'BikeParking': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'True'}","Pizza, Food, Breweries, Restaurants, American (New)","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}"
34142,mxZQQwT8VkoPGH0-1pbXZQ,Pasquale's Pizzeria,106 Herman Ave,Wilmerding,PA,15148,40.3928128,-79.8089621,3.0,4,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True'}","Pizza, Restaurants",
34181,AxvkpFF3mi8yhDXjqxYTIg,Inferno Pizza,13380 US 30 Hwy,Irwin,PA,15642,40.3424187471,-79.7608501464,2.5,28,1,"{'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'False', 'DriveThru': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Pizza, Restaurants, Seafood, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
34198,A-IqLvBfU5Gr_b9HVLETTw,Pizza Parma,217 S Highland Ave,Pittsburgh,PA,15206,40.458398,-79.924797,3.0,81,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'Caters': 'True', 'HasTV': 'True', 'CoatCheck': 'False'}","Pizza, Chicken Wings, Salad, Restaurants","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-1:0'}"
34235,t181Pejkkaos8n7HW8YYCg,Bella Pizza,4475 Rocky River Dr,Cleveland,OH,44135,41.4332068,-81.8224939,3.5,9,0,"{'NoiseLevel': ""u'very_loud'""}","Restaurants, Pizza",
